Chr Start End Gene
11 124437445 124445696 OR8B8
11 124542722 124543654 OR8B12
11 124569997 124571374 OR8A1
11 124611428 124620356 PANX3
11 124739942 124747210 NRGN
11 124753126 124762290 ESAM
11 124759134 124765925 ESAM-AS1
11 124766498 124800406 MSANTD2
11 124800428 124834487 MSANTD2-AS1
11 124865432 124881471 ROBO3
11 124919250 124920677 HEPN1
11 125158461 125164609 PKNOX2-DT
11 125164751 125433389 PKNOX2
11 125258626 125266798 PKNOX2-AS1
11 125495214 125499526 LOC403312
11 125568108 125592568 STT3A-AS1
11 125625137 125625894 LOC118567325
11 125671522 125680847 ACRV1
11 125746279 125749867 PATE1
11 125776113 125778828 PATE2
11 125788127 125791600 PATE3
11 125833316 125840072 PATE4
11 125883614 125900646 HYLS1
11 125946044 125956319 VSIG10L2
11 126283093 126294933 TIRAP
11 126294296 126304322 TIRAP-AS1
11 126304060 126350005 DCPS
11 126341716 126355587 GSEC
11 126543827 126612390 KIRREL3-AS1
11 126652778 126682104 LOC101929427
11 126940746 126945090 KIRREL3-AS2
11 126988458 126988542 MIR3167
11 126992431 126995468 LOC105369558
11 127002910 127006058 KIRREL3-AS3
11 127067002 127101306 LOC101929473
11 127271070 127337033 LINC02712
11 128095759 128183556 LINC02725
11 128208766 128241441 LINC02098
11 128522390 128522449 MIR6090
11 128526142 128530383 ETS1-AS1
11 128681240 128686922 LOC101929538
11 128691672 128696023 SENCR
11 128838020 128867296 KCNJ1
11 128899565 128906231 KCNJ5-AS1
11 129233778 129283164 LOC399975
11 129612116 129617269 LINC01395
11 129863636 129895578 NFRKB
11 130002624 130005486 PRDM10-DT
11 130069894 130144805 APLP2
11 130159782 130210362 ST14
11 130314993 130403657 ZBTB44-DT
11 130666735 130666803 MIR8052
11 130672956 130717352 LINC02873
11 130844193 130862110 LINC02551
11 131370615 132336822 NTM
11 131533857 131540867 LOC101929653
11 131662129 131663556 NTM-AS1
11 132284302 132288459 NTM-IT
11 133360057 133366080 OPCML-IT1
11 133783671 133810376 LINC02743
11 133896438 133956968 IGSF9B
11 133898504 133898581 MIR4697
11 134008215 134028402 LINC02730
11 134032272 134041341 LINC02731
11 134069072 134152001 JAM3
11 134150113 134225461 NCAPD3
11 134151288 134151363 SNORD153
11 134248282 134253352 THYN1
11 134436482 134505661 B3GAT1-DT
11 134712426 134715926 LINC02706
11 134735945 134763811 LINC02714
11 134950989 134962734 LINC02697
11 134985352 134986799 LOC100507548
11 135072277 135076197 LINC02684
12 36661 38133 FAM138D
12 106524 111761 IQSEC3-AS2
12 137411 149169 LOC574538
12 164620 182408 IQSEC3-AS1
12 203645 205093 SLC6A12-AS1
12 253442 257299 LOC102723544
12 280057 389320 KDM5A
12 389347 442642 CCDC77
12 459939 563509 B4GALNT3
12 564296 663445 NINJ2
12 585698 586486 LOC105369595
12 630891 645878 NINJ2-AS1
12 672592 716612 LINC02455
12 1500491 1504424 LINC00942
12 1527723 1532192 LOC107984507
12 1617056 1647212 WNT5B
12 1660315 1660380 MIR3649
12 1929202 1936576 LINC00940
12 1941591 2004457 DCP1B
12 2048352 2049463 CACNA1C-IT2
12 2220537 2223481 CACNA1C-AS4
12 2269776 2288745 CACNA1C-IT3
12 2668500 2672220 CACNA1C-AS2
12 2676001 2691157 CACNA1C-AS1
12 2740075 2746662 LINC02371
12 2742626 2812924 ITFG2-AS1
12 2812668 2859791 ITFG2
12 2825348 2835035 NRIP2
12 2876265 2889524 RHNO1
12 2890891 2941138 TULP3
12 2959397 3040676 TEAD4
12 3149797 3151476 TSPAN9-IT1
12 3298514 3366122 LOC100128253
12 3300363 3338662 LINC02827
12 3368108 3371601 LINC02417
12 3483712 3492819 THCAT155
12 3870172 3910382 PARP11-AS1
12 4248767 4276184 CCND2-AS1
12 4273762 4305353 CCND2
12 4321213 4360028 TIGAR
12 4368227 4379712 FGF23
12 4562208 4613875 DYRK4
12 4615518 4649051 AKAP3
12 4649114 4694317 NDUFA9
12 4700417 4720102 GAU1
12 4720400 4772726 GALNT8
12 4909905 4918256 KCNA1
12 5015078 5025594 LOC100507560
12 5043879 5046788 KCNA5
12 5121947 5379744 LOC105369617
12 5233996 5243151 LINC02443
12 5562655 5946232 ANO2
12 6040037 6040183 SNORA120
12 6328771 6342076 TNFRSF1A
12 6346847 6377359 SCNN1A
12 6375160 6391566 LTBR
12 6439001 6451517 CD27-AS1
12 6462237 6470677 VAMP1
12 6491886 6493262 MRPL51
12 6494102 6531955 NCAPD2
12 6510222 6510551 SCARNA10
12 6534517 6538371 GAPDH
12 6556871 6568291 NOP2
12 6570082 6607379 CHD4
12 6581473 6581609 SCARNA11
12 6618835 6635959 LPAR5
12 6638075 6647432 ACRBP
12 6747996 6753141 MLF2
12 6766363 6770952 PTMS
12 6772520 6778455 LAG3
12 6789528 6820799 CD4
12 6821821 6827421 GPR162
12 6828407 6839847 P3H3
12 6852150 6866632 USP5
12 6867420 6870948 TPI1
12 6870935 6873303 SPSB2
12 6875764 6889358 LOC105369632
12 6904822 6914229 LRRC23
12 6914580 6923697 ENO2
12 6924459 6942321 ATN1
12 6943433 6946003 C12orf57
12 6943816 6943878 RNU7-1
12 6963245 6964447 MIR200CHG
12 6963699 6963766 MIR200C
12 6964097 6964191 MIR141
12 6967337 6967606 SCARNA12
12 6970913 6997428 EMG1
12 6976185 7018476 LPCAT3
12 7060718 7071032 C1S
12 7080219 7092445 C1R
12 7094554 7109214 C1RL
12 7108308 7121851 C1RL-AS1
12 7304072 7328719 ACSM4
12 7649400 7670599 APOBEC1
12 7689784 7695775 GDF3
12 7711433 7717559 DPPA3
12 7765216 7774121 NANOGNB
12 7789402 7799146 NANOG
12 7812514 7891196 SLC2A14
12 7919230 7936187 SLC2A3
12 8056844 8066359 C3AR1
12 8082274 8097881 NECAP1
12 8157015 8180046 ZNF705A
12 8180209 8201000 FAM66C
12 8235415 8242564 LINC02449
12 8356963 8390752 LINC00937
12 8395440 8453056 LOC124906977
12 8455962 8478330 CLEC6A
12 8602170 8612859 AICDA
12 8645943 8662826 MFAP5
12 8776211 8831306 A2ML1-AS1
12 8788253 8798249 LINC02972
12 9055589 9065070 LINC00612
12 9065177 9068055 A2M-AS1
12 9239467 9239551 MIR1244-3
12 9240073 9262901 LINC00987
12 9283657 9314088 LOC642846
12 9367464 9397617 LINC02367
12 9371782 9381422 LOC101928030
12 9397057 9407414 LOC728715
12 9594551 9607916 KLRB1
12 9647013 9647988 LOC105369728
12 9669713 9699553 CLEC2D
12 9752486 9760901 CD69
12 9852369 9869354 CLEC2B
12 9881489 9895833 KLRF2
12 9936579 9943495 LINC02470
12 9948137 9953337 CLEC12A-AS1
12 10014886 10030623 LOC102724020
12 10030682 10066031 CLEC9A
12 10170513 10191804 TMEM52B
12 10212877 10223128 GABARAPL1
12 10213649 10215067 GABARAPL1-AS1
12 10332860 10338292 LINC02617
12 10356923 10361116 LINC02598
12 10363769 10398506 KLRK1-AS1
12 10372353 10410146 KLRC4-KLRK1
12 10372353 10390041 KLRK1
12 10407384 10409757 KLRC4
12 10412315 10420595 KLRC3
12 10430599 10436010 KLRC2
12 10442264 10454685 KLRC1
12 10505890 10523135 EIF2S3B
12 10553379 10575688 LINC02446
12 10750234 10777451 LINC02366
12 10801532 10802627 TAS2R7
12 10806051 10807286 TAS2R8
12 10809094 10810168 TAS2R9
12 10825219 10826358 TAS2R10
12 10845849 11171625 PRH1-PRR4
12 10845849 10849475 PRR4
12 10880965 11171611 PRH1
12 10907926 10909562 TAS2R13
12 10937410 11171611 PRH1-TAS2R14
12 10937410 10939263 TAS2R14
12 10985913 10986912 TAS2R50
12 10995961 10998304 TAS2R20
12 11021619 11022620 TAS2R19
12 11030387 11031407 TAS2R31
12 11061365 11062294 TAS2R46
12 11091287 11092313 TAS2R43
12 11132958 11134644 TAS2R30
12 11171194 11176016 SMIM10L1
12 11185993 11186937 TAS2R42
12 11265914 11269707 PRB3
12 11307077 11310436 PRB4
12 11391540 11395567 PRB2
12 11430210 11486678 LOC440084
12 11548030 11564403 LINC01252
12 12049861 12099695 BCL2L14
12 12111952 12112036 MIR1244-4
12 12326056 12350242 MANSC1
12 12355408 12357067 LOH12CR2
12 12611876 12645108 CREBL2
12 12717368 12722369 CDKN1B
12 12725917 12791466 APOLD1
12 12764649 12764743 MIR613
12 12813346 12829981 DDX47
12 12891562 12917937 GPRC5A
12 12915829 12915918 MIR614
12 12927726 13022498 GPRC5D-AS1
12 12974870 13000265 HEBP1
12 13044381 13083449 FAM234B
12 13196726 13219941 EMP1
12 13370671 13376745 LINC01559
12 14503661 14567883 PLBD1
12 14530139 14543575 LOC101928317
12 14567732 14619755 PLBD1-AS1
12 14665636 14736219 GUCY2C-AS1
12 14770720 14771131 H4C16
12 14774405 14778002 H2AJ
12 14784582 14803478 WBP11
12 14825569 14843526 ART4
12 14880864 14885854 MGP
12 14914039 14938537 ERP27
12 14942015 14961601 ARHGDIB
12 14973042 14981865 PDE6H
12 15001833 15006683 LINC01489
12 15112363 15114621 RERG-IT1
12 15151923 15155283 RERG-AS1
12 15882387 15903478 STRAP
12 16188485 16277685 SLC15A5
12 17581823 17589078 LINC02378
12 17673299 17673394 MIR3974
12 18080869 18090193 RERGL
12 18738119 18739188 CAPZA3
12 20014685 20098868 LINC02398
12 20120980 20127901 LINC02468
12 20359175 20370256 PDE3A-AS1
12 20368537 20688583 PDE3A
12 20695332 20753386 SLCO1C1
12 20810705 20916911 SLCO1B3
12 20815674 21091222 SLCO1B3-SLCO1B7
12 21131194 21239796 SLCO1B1
12 21354959 21379980 IAPP
12 21501789 21518408 GOLT1B
12 21526296 21532947 SPX
12 21764955 21774706 KCNJ8
12 22046218 22065668 CMAS
12 22193391 22334707 ST8SIA1
12 22589007 22625046 ETNK1-DT
12 22699859 23191587 LINC02955
12 24212421 24212495 MIR920
12 24223271 24237965 SOX5-AS1
12 24566964 24584168 LINC00477
12 24993424 24997465 LINC02909
12 25874020 25874079 MIR4302
12 25954654 25959442 RASSF8-AS1
12 26120030 26125037 BHLHE41
12 26211156 26271827 ITPR2-AS1
12 26273329 26276055 LOC105369704
12 26938470 26966648 FGFR1OP2
12 27081057 27084127 C12orf71
12 27244286 27325959 STK38L
12 27389789 27446634 BMAL2-AS1
12 27696447 27697596 REP15
12 28185625 28190738 LOC729291
12 29280415 29317848 LOC100506606
12 29389294 29487324 OVCH1-AS1
12 30230779 30296707 LINC02386
12 30755074 30780739 LOC645485
12 30795681 30802711 LINC00941
12 31020763 31073847 DDX11-AS1
12 31324316 31325945 FLJ13224
12 31363481 31369301 LINC02387
12 31589923 31615351 DENND5B-AS1
12 31791185 31792298 H3-5
12 31876969 31887203 LINC02422
12 32104117 32107462 BICD1-AS1
12 32746544 32755897 YARS2
12 32790755 32896777 PKP2
12 34191037 34219211 LINC02963
12 39087711 39145470 LINC02406
12 40141766 40223822 LRRK2-DT
12 40156239 40167847 LINC02471
12 40223076 40224903 LINC01779
12 40393394 40570757 MUC19
12 41188320 41574745 PDZRN4
12 41764189 41765581 LINC02400
12 42323700 42323859 MIR7851
12 42615503 42646498 LINC02402
12 42646583 42686701 LINC02451
12 42692216 42717119 LINC02450
12 43155315 43163110 LINC02461
12 45014672 45051099 DBX2
12 45050990 45103107 DBX2-AS1
12 45725720 45727921 LINC00938
12 46372783 46373778 SLC38A2-AS1
12 46383676 46652579 SLC38A4-AS1
12 47187812 47187891 MIR4698
12 47208420 47216443 PCED1B-AS1
12 47305917 47307399 LOC105369747
12 47353768 47371840 LINC02416
12 47364186 47364269 MIR4494
12 47415008 47420179 LINC02156
12 47661249 47706030 RPAP3
12 47706088 47732351 RPAP3-DT
12 47709734 47725490 ENDOU
12 48132797 48132867 MIR6505
12 48147789 48157515 ASB8
12 48183644 48185926 CCDC184
12 48202339 48203292 OR10AD1
12 48328980 48330279 H1-7
12 48472559 48473622 ANP32D
12 48525632 48526570 OR8S1
12 48559882 48562956 OR5BS1P
12 48567684 48571845 LALBA
12 48653211 48682238 KANSL2
12 48654382 48654518 SNORA2C
12 48654444 48654530 MIR1291
12 48656648 48656782 SNORA2A
12 48667457 48667593 SNORA2B
12 48771975 48772037 MIR4701
12 48789147 48790535 ADCY6-DT
12 48829756 48852163 DDX23
12 48857145 48865870 RND1
12 48904133 48921576 CCDC65
12 48965340 48971735 WNT10B
12 48978322 48982620 WNT1
12 48995149 48999375 DDN
12 48998347 49019240 DDN-AS1
12 49018978 49060794 KMT2D
12 49127782 49131395 TUBA1B
12 49131606 49147863 TUBA1B-AS1
12 49184795 49189080 TUBA1A
12 49227926 49274600 TUBA1C
12 49292631 49324576 TROAP-AS1
12 49295147 49298686 PRPH
12 49828543 49841154 BCDIN3D-AS1
12 49836043 49843106 BCDIN3D
12 49908882 49911863 LINC02396
12 49911953 49926339 LINC02395
12 49950737 49958878 AQP2
12 49951512 49962924 AQP5-AS1
12 49972947 49977139 AQP6
12 50104008 50111313 GPD1
12 50234142 50234212 MIR1293
12 50327309 50396609 FAM186A
12 50456571 50456786 SNORD133
12 50504985 50748657 DIP2B
12 50842926 50887884 TMPRSS12
12 50925015 50932508 TMT1A
12 51093656 51173135 TFCP2
12 51238826 51246717 DAZAP2
12 51244558 51270415 SMAGP
12 51328442 51346679 CELA1
12 51591233 51812864 SCN8A
12 51813921 51814925 TMDD1
12 51848223 51852729 FIGNL2-DT
12 52006250 52007655 TAMALIN-AS1
12 52058750 52059500 NR4A1AS
12 52079704 52108255 SMIM41
12 52204823 52213583 LINC02874
12 52210930 52223880 LINC00592
12 52245043 52247448 KRT7-AS
12 52314301 52321398 KRT83
12 52360006 52367481 KRT85
12 52393931 52406335 KRT82
12 52424070 52434371 KRT75
12 52446651 52452146 KRT6B
12 52468516 52473805 KRT6C
12 52487176 52493257 KRT6A
12 52514575 52520394 KRT5
12 52565782 52573843 KRT74
12 52609851 52615305 KRT73-AS1
12 52644558 52652211 KRT2
12 52674736 52680407 KRT1
12 52768155 52777345 KRT76
12 52789685 52796117 KRT3
12 52806549 52814116 KRT4
12 52821408 52834311 KRT79
12 52897191 52949860 KRT8
12 52898889 52898984 MIR9898
12 52948855 52952906 KRT18
12 53006456 53042215 EIF4B
12 53043189 53054438 TNS2-AS1
12 53056944 53057012 MIR6757
12 53064316 53079390 SPRYD3
12 53180722 53195142 ZNF740
12 53191323 53207251 ITGB7
12 53210569 53232209 RARG
12 53241900 53242722 LOC122455340
12 53295542 53299450 PFDN5
12 53299695 53307177 MYG1
12 53307460 53321610 AAAS
12 53326575 53344793 SP7
12 53380176 53416446 SP1
12 53441734 53446638 PRR13
12 53452102 53481162 PCBP2
12 53464468 53465057 PCBP2-OT1
12 53506688 53626382 ATF7-NPFF
12 53506688 53507484 NPFF
12 53507856 53626382 ATF7
12 53513984 53517608 LOC100652999
12 53746337 53757034 CISTR
12 53935328 53939643 HOXC13-AS
12 53938831 53946544 HOXC13
12 53954903 53958956 HOXC12
12 53962312 53974954 HOTAIR
12 53973126 53977643 HOXC11
12 53983951 53985519 HOXC-AS3
12 53985146 53990279 HOXC10
12 53991738 53991847 MIR196A2
12 53995208 53996785 HOXC-AS2
12 53999022 54000010 HOXC-AS1
12 54000161 54003337 HOXC9
12 54008985 54012769 HOXC8
12 54016888 54056030 HOXC4
12 54016888 54035361 HOXC5
12 54016888 54030823 HOXC6
12 54033950 54034045 MIR615
12 54058254 54122234 FLJ12825
12 54078839 54081823 LOC100240735
12 54102209 54102699 LOC100240734
12 54121277 54126395 FAM242C
12 54126071 54132843 LINC02381
12 54163116 54168595 LOC102724030
12 54230942 54280122 CBX5
12 54231397 54231476 MIR3198-2
12 54262615 54279063 SCAT2
12 54280726 54287087 HNRNPA1
12 54292111 54301015 NFE2
12 54325131 54351846 COPZ1
12 54337216 54337314 MIR148B
12 54353691 54467030 GPR84-AS1
12 54497752 54548243 NCKAP1L
12 54630811 54634895 LACRT
12 54644589 54648365 DCD
12 55019974 55030017 NEUROD4
12 55126406 55132750 OR9K2
12 55221025 55221975 OR10A7
12 55244609 55256625 OR6C74
12 55293988 55296569 OR6C6
12 55314343 55322364 OR6C1
12 55330043 55332636 OR6C3
12 55362975 55369279 OR6C75
12 55400529 55401467 OR6C65
12 55426254 55427192 OR6C76
12 55444076 55453347 OR6C2
12 55469200 55470138 OR6C70
12 55492378 55493316 OR6C68
12 55549602 55555832 OR6C4
12 55572468 55575612 OR2AP1
12 55636892 55637833 OR10P1
12 55681736 55684611 TMT1B
12 55716034 55724742 BLOC1S1-RDH5
12 55716046 55719703 BLOC1S1
12 55720393 55724705 RDH5
12 55723535 55730041 CD63
12 55729094 55730852 CD63-AS1
12 55752463 55817724 SARNP
12 55818041 55821879 ORMDL2
12 55820985 55830775 DNAJC14
12 55901413 55927894 PYM1
12 55954105 55966709 PMEL
12 55973949 55996683 RAB5B
12 55997276 56005525 SUOX
12 56010092 56025091 LOC105369781
12 56041918 56044697 RPS26
12 56104559 56113910 PA2G4
12 56116633 56117967 RPL41
12 56118266 56127514 ZC3H10
12 56128267 56144674 ESYT1
12 56150796 56158225 MYL6B-AS1
12 56152587 56157982 MYL6B
12 56158359 56161579 MYL6
12 56266942 56270966 COQ10A
12 56271699 56300330 CS
12 56309844 56316346 CNPY2
12 56316936 56334000 PAN2
12 56338884 56340410 IL23A
12 56360568 56362857 APOF
12 56416363 56449426 TIMELESS
12 56468578 56479708 SPRYD4
12 56512865 56512980 SNORA105C
12 56638175 56645984 ATP5F1B
12 56643680 56643754 SNORD59B
12 56645027 56645101 SNORD59A
12 56712427 56725299 NACA
12 56731580 56752323 PRIM1
12 56923133 56934408 SDR9C7
12 56951431 56957608 RDH16
12 56998836 57006546 ZBTB39
12 57010000 57016529 TAC3
12 57089114 57095476 NAB2
12 57128483 57213361 LRP1
12 57144620 57147619 LRP1-AS
12 57194504 57194576 MIR1228
12 57234903 57240762 NDUFA4L2
12 57431116 57433935 R3HDM2-DT
12 57434784 57452062 INHBC
12 57455307 57458025 INHBE
12 57512688 57512750 MIR6758
12 57516588 57520517 DDIT3
12 57517712 57520480 LOC128125814
12 57519163 57519259 MIR616
12 57550044 57586633 KIF5A
12 57610116 57617245 ARHGEF25
12 57618405 57621903 LOC101927583
12 57694132 57721557 OS9
12 57726240 57728356 AGAP2-AS1
12 57747727 57752310 CDK4
12 57748618 57748682 MIR6759
12 57762334 57767078 CYP27B1
12 57772614 57782541 EEF1AKMT3
12 57782787 57802856 TSFM
12 57824609 57824692 MIR26A2
12 57837091 57843761 LOC105369783
12 57869835 57896482 LOC283387
12 57894239 57896832 LOC101927608
12 57931449 57936164 GIHCG
12 58087892 58093362 LINC02403
12 58565959 58781716 LINC02388
12 58591702 58812669 LOC100506869
12 58920704 59130875 LRIG3-DT
12 62260359 62260454 MIR6125
12 62260404 62416389 USP15
12 62482349 62484942 MON2-AS1
12 62601751 62603434 LINC01465
12 62602743 62622214 MIRLET7IHG
12 62603686 62603769 MIRLET7I
12 63142759 63151201 AVPR1A
12 63808845 63822156 RXYLT1-AS1
12 63823663 63823727 MIR10527
12 64186316 64222296 KICS2
12 64506116 64537180 LOC105369803
12 64599078 64609466 RASSF3-DT
12 64622509 64622605 MIR548C
12 64622509 64622605 MIR548Z
12 64713449 64759406 GNS
12 64883774 64977522 LINC02389
12 64920845 64992291 LINC02231
12 65050626 65121305 WIF1
12 65169583 65248355 LEMD3
12 65466817 65642372 MSRB3-AS1
12 65544238 65557311 LOC105369187
12 65602869 65612987 LINC02454
12 65824460 65966291 HMGA2
12 65851227 65882325 HMGA2-AS1
12 66023620 66023726 MIR6074
12 66027725 66031066 LINC02425
12 66116555 66130750 LLPH
12 66130751 66134449 LLPH-DT
12 66135846 66169996 TMBIM4
12 66189214 66254622 IRAK3
12 66251082 66251157 MIR6502
12 67077626 67096284 LOC102724421
12 67269358 67319953 CAND1
12 67440998 67442559 LINC02420
12 67520082 67567131 LINC02408
12 67570690 67589990 LINC02442
12 67709047 67729475 LINC02421
12 67929235 67970017 LINC01479
12 67989447 68026337 IFNG-AS1
12 68154768 68159740 IFNG
12 68201349 68225810 IL26
12 68248242 68253604 IL22
12 68431842 68451484 LINC02384
12 68610899 68671901 RAP1B
12 68627234 68627375 SNORA70G
12 68674371 68686859 LOC100507250
12 68746176 68781468 SLC35E3
12 69273157 69273218 MIR1279
12 69348381 69354234 LYZ
12 69447224 69462793 LINC02373
12 69515440 69515593 SNORA113
12 69584722 69584823 MIR3913-1
12 69584723 69584822 MIR3913-2
12 69585459 69601570 CCT2
12 69608564 69610907 LRRC10
12 69713635 69738550 LOC101928002
12 69825227 69959097 MYRFL
12 70222190 70243360 PRANCR
12 71125096 71157999 TSPAN8
12 71664301 71680644 THAP2
12 71686082 71705047 TMEM19
12 72253507 72273509 TRHDE-AS1
12 73159190 73208317 LINC02444
12 74022080 74049981 LINC02394
12 74133173 74292631 LINC02882
12 74537835 74545430 ATXN7L3B
12 75234740 75251865 LOC100130268
12 76025447 76031776 PHLDA1
12 76030494 76031378 PHLDA1-AS1
12 76031813 76034389 PHLDA1-DT
12 76259883 76305969 LNCOG
12 76344474 76348415 BBS10
12 76559902 76615431 LOC105369850
12 76764115 76853701 ZDHHC17
12 77219603 77317234 LINC02464
12 78326680 78359746 LINC02424
12 79419257 79419321 MIR1252
12 79690032 79779906 PPP1R12A-AS2
12 79773563 79935460 PPP1R12A
12 79935281 79941395 PPP1R12A-AS1
12 80444235 80680273 PTPRQ
12 80707634 80709474 MYF6
12 80716912 80719671 MYF5
12 80763154 80770717 LINC01490
12 80832533 80832629 MIR617
12 80935736 80935833 MIR618
12 81158388 81158461 MIR4699
12 81279189 81312422 PPFIA2-AS1
12 81953719 81993133 LINC02426
12 82352303 82358805 CCDC59
12 85280220 85301784 ALX1
12 85318019 85490127 LINC02820
12 85800703 85836409 RASSF9
12 85874295 85882992 NTS
12 85955667 86839000 MGAT4C
12 86745068 86745149 MIR3059
12 87330739 87332321 LOC105369879
12 87768812 87805749 LINC02258
12 88035536 88050160 RLIG1
12 88142307 88199887 TMTC3
12 88492793 88580471 KITLG
12 88580536 88600599 LOC105369885
12 89011126 89019692 LINC02458
12 89347235 89352501 DUSP6
12 89419718 89526047 POC1B
12 89519412 89526262 POC1B-GALNT4
12 89519412 89524796 GALNT4
12 89525570 89541542 POC1B-AS1
12 89708955 89711952 ATP2B1-AS1
12 89947693 89949726 LINC02399
12 90293318 90300698 LINC02392
12 90918023 90948669 LINC00615
12 90952215 90955176 CCER1
12 91050491 91058024 KERA
12 91102629 91111494 LUM
12 91140484 91182817 DCN
12 91326926 91368606 LINC02823
12 91984976 92142831 LINC01619
12 92140278 92145846 BTG1
12 92146085 92185784 BTG1-DT
12 92420086 92432999 CLLU1-AS1
12 92421531 92431002 CLLU1
12 92466679 92483947 LINC02397
12 93003758 93377736 LOC643339
12 93090480 93108614 LOC105369908
12 93174366 93181832 LINC02412
12 93405684 93441947 UBE2N
12 93467514 93516214 MRPL42
12 93565628 93571398 SOCS2-AS1
12 93707791 93737823 CRADD-AS1
12 93894965 93943606 LOC105369911
12 94460003 94462570 CEP83-DT
12 94561789 94561859 MIR5700
12 94567122 94650557 TMCC3
